unit,age,sex,geo\time	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
PC,Y_GE15,M,UKM8	: 	: 	: 	: 	: 	: 	8.9 	9.1 	8.1 	5.6 	4.9 	5.6 
PC,Y_GE15,M,UKM9	: 	: 	: 	: 	: 	: 	8.2 	6.2 	7.0 	7.5 	5.3 	4.1 u
PC,Y_GE15,M,UKN0	4.2 b	5.8 b	8.2 	9.3 	8.9 	9.3 	9.5 	7.8 	6.9 	6.8 	5.8 	4.6 
PC,Y_GE15,T,AT11	4.1 bu	4.2 u	5.0 	4.0 u	3.8 u	4.6 	4.3 	4.8 	5.2 	5.7 	5.2 	4.2 u
PC,Y_GE15,T,AT12	4.0 b	3.7 	4.7 	3.9 	4.5 	4.6 	5.0 	5.1 	5.2 	5.2 	4.8 	3.8 
PC,Y_GE15,T,AT13	9.2 b	7.3 	8.7 	8.3 	8.0 	8.9 	9.2 	10.2 	10.6 	11.3 	10.4 	10.0 
PC,Y_GE15,T,AT21	4.2 b	3.6 	4.6 	4.3 	4.3 	5.0 	5.5 	6.0 	6.1 	5.4 	4.8 	4.1 
PC,Y_GE15,T,AT22	4.1 b	3.8 	5.0 	4.5 	3.6 	4.0 	4.7 	4.9 	4.7 	5.1 	4.5 	4.0 
PC,Y_GE15,T,AT31	3.4 b	2.7 	4.2 	3.9 	3.4 	3.3 	4.3 	4.0 	4.1 	4.4 	3.9 	3.2 
PC,Y_GE15,T,AT32	3.5 b	2.8 	3.6 	3.2 	2.9 	2.9 	3.2 	3.5 	3.5 	3.4 	3.1 	2.8 
PC,Y_GE15,T,AT33	3.0 b	2.6 	3.3 	3.2 	2.7 	2.8 	3.1 	3.2 	3.0 	3.5 	3.3 	2.4 
PC,Y_GE15,T,AT34	4.1 b	4.1 	5.6 	4.6 	4.1 	4.0 	3.6 	3.4 	3.5 	3.4 	3.7 	3.3 
PC,Y_GE15,T,BE10	17.1 	15.9 	15.7 	17.3 	16.9 b	17.4 	19.2 	18.3 	17.3 	16.7 	14.8 b	13.2 
PC,Y_GE15,T,BE21	5.0 	4.6 	5.7 	6.0 	5.7 b	5.3 	6.2 	6.1 	6.1 	6.1 	5.9 b	4.3 
PC,Y_GE15,T,BE22	5.3 	4.4 	5.4 	5.3 	4.6 b	4.7 	5.5 	5.6 	6.0 	4.8 	4.1 b	3.8 
PC,Y_GE15,T,BE23	4.8 	3.6 	4.2 	5.2 	3.8 b	4.1 	4.0 	4.3 	4.4 	4.2 	3.4 b	2.7 
PC,Y_GE15,T,BE24	3.4 	4.2 	4.9 	4.8 	3.5 b	4.4 	5.5 	5.0 	5.1 	4.8 	4.7 b	3.6 
PC,Y_GE15,T,BE25	3.0 	2.7 	4.3 	3.8 	3.2 b	3.9 	3.9 	4.2 	4.2 	3.7 	3.2 b	2.6 
PC,Y_GE15,T,BE31	7.0 	6.5 	6.9 	8.3 	6.7 b	7.0 	8.2 	8.8 	7.8 	7.9 	7.5 b	6.9 
PC,Y_GE15,T,BE32	12.8 	11.6 	13.2 	13.9 	11.7 b	12.1 	13.2 	14.4 	13.3 	11.8 	11.4 b	9.9 
PC,Y_GE15,T,BE33	10.9 	10.5 	12.1 	11.5 	9.5 b	10.7 	11.7 	12.3 	12.8 	11.1 	10.5 b	8.2 
PC,Y_GE15,T,BE34	6.8 	7.7 	7.4 	7.5 	6.2 b	7.6 	7.9 	8.5 	9.3 	7.8 	6.7 b	5.4 
PC,Y_GE15,T,BE35	8.5 	8.8 	9.4 	9.6 	8.0 b	7.3 	10.4 	8.9 	10.9 	9.7 	7.4 b	8.5 
PC,Y_GE15,T,BG31	9.0 	7.1 b	8.0 	11.2 b	12.8 b	12.3 	14.0 	14.2 	12.1 	10.6 	11.3 	11.2 
PC,Y_GE15,T,BG32	10.7 	8.5 b	8.4 	11.6 b	12.8 b	14.3 	15.3 	13.2 	10.6 	9.3 	6.9 	6.7 
PC,Y_GE15,T,BG33	10.8 	8.6 b	10.4 	14.6 b	15.4 b	18.2 	16.8 	12.6 	10.3 	9.7 	9.4 	7.4 
PC,Y_GE15,T,BG34	6.5 	5.8 b	6.6 	10.5 b	11.5 b	11.9 	13.0 	11.9 	10.4 	7.9 	7.0 	5.4 
PC,Y_GE15,T,BG41	3.9 	2.9 b	4.1 	6.9 b	7.5 b	8.2 	9.8 	8.9 	6.7 	5.4 	3.3 	2.6 
PC,Y_GE15,T,BG42	5.6 	5.1 b	7.3 	11.5 b	12.9 b	13.8 	13.5 	12.0 	9.2 	7.1 	5.2 	4.2 
PC,Y_GE15,T,CH01	4.8 	4.6 	5.9 	7.2 b	7.1 	7.1 	7.4 	7.5 	7.5 	7.6 	7.8 	7.5 
PC,Y_GE15,T,CH02	4.1 	3.3 	3.6 	4.5 b	3.8 	3.9 	4.1 	4.5 	4.4 	4.6 	4.2 	4.3 
PC,Y_GE15,T,CH03	3.1 	3.1 	4.5 	4.7 b	4.2 	4.5 	4.4 	4.6 	4.3 	4.9 	4.4 	4.2 
PC,Y_GE15,T,CH04	3.4 	3.1 	3.8 	4.4 b	4.0 	3.8 	4.4 	4.1 	4.1 	3.9 	4.4 	4.3 
PC,Y_GE15,T,CH05	2.6 	2.7 	3.4 	3.8 b	3.6 	3.5 	3.9 	3.5 	3.9 	4.0 	3.7 	3.6 
PC,Y_GE15,T,CH06	2.7 	2.3 	2.7 	3.1 b	2.6 	2.8 	2.8 	3.7 	3.4 	3.4 	2.9 	2.9 
PC,Y_GE15,T,CH07	5.0 	5.0 	5.1 	5.9 b	6.0 	7.4 	7.7 	7.1 	6.9 	6.9 	6.0 	6.6 
PC,Y_GE15,T,CY00	3.9 	3.7 	5.4 b	6.3 	7.9 	11.8 	15.9 	16.1 	14.9 	12.9 	11.1 	8.4 
PC,Y_GE15,T,CZ01	2.4 	1.9 	3.1 	3.7 	3.6 b	3.1 	3.1 	2.5 	2.8 	2.2 	1.7 	1.3 
PC,Y_GE15,T,CZ02	3.4 	2.6 	4.4 	5.2 	5.1 b	4.6 	5.2 	5.1 	3.5 	3.1 	2.1 	2.0 
PC,Y_GE15,T,CZ03	3.5 	3.1 	5.2 	5.6 	5.3 b	5.3 	5.2 	5.5 	3.9 	3.1 	2.1 	1.5 
PC,Y_GE15,T,CZ04	9.5 	7.8 	10.3 	11.1 	9.5 b	10.7 	9.6 	8.7 	7.3 	5.2 	3.4 	3.4 
PC,Y_GE15,T,CZ05	4.8 	4.0 	7.3 	7.0 	6.6 b	8.0 	8.3 	6.3 	5.2 	4.0 	2.8 	2.0 
PC,Y_GE15,T,CZ06	5.2 	4.0 	6.5 	7.5 	7.2 b	7.6 	6.8 	5.9 	4.9 	3.7 	3.1 	2.3 
PC,Y_GE15,T,CZ07	5.9 	4.9 	7.5 	8.8 	7.6 b	7.5 	8.0 	6.9 	5.3 	3.9 	3.3 	2.2 
PC,Y_GE15,T,CZ08	8.5 	7.4 	9.7 	10.2 	9.3 b	9.5 	9.9 	8.6 	8.1 	6.9 	4.7 	3.7 
PC,Y_GE15,T,DE11	5.1 	4.3 	5.3 	5.0 b	3.6 b	3.4 	3.6 	3.1 	3.3 	3.3 	3.0 	2.3 
PC,Y_GE15,T,DE12	5.5 	4.8 	5.6 	5.2 b	4.2 b	4.0 	3.6 	3.5 	3.3 	3.1 	3.3 	2.9 
PC,Y_GE15,T,DE13	4.3 	3.8 	4.4 	3.9 b	3.0 b	2.8 	2.9 	3.0 	2.5 	3.0 	2.9 	2.6 
PC,Y_GE15,T,DE14	4.6 	3.8 	5.0 	4.5 b	3.1 b	2.7 	2.9 	2.6 	3.0 	2.6 	2.2 	1.9 
PC,Y_GE15,T,DE21	4.4 	3.4 	4.2 	3.6 b	2.7 b	2.7 	2.5 	2.5 	2.7 	2.4 	2.2 	2.3 
PC,Y_GE15,T,DE22	5.0 	4.2 	5.0 	3.9 b	2.8 b	3.3 	3.2 	2.8 	2.5 	2.1 	2.1 	2.0 
PC,Y_GE15,T,DE23	5.3 	4.2 	5.0 	4.0 b	3.4 b	3.2 	3.4 	2.7 	2.7 	2.8 	2.2 	1.9 
PC,Y_GE15,T,DE24	7.7 	6.2 	6.7 	5.9 b	4.2 b	3.3 	3.9 	4.0 	3.8 	3.3 	3.0 	2.3 
PC,Y_GE15,T,DE25	6.7 	5.5 	6.4 	5.5 b	4.0 b	3.7 	3.1 	3.1 	3.0 	2.5 	2.1 	1.8 
PC,Y_GE15,T,DE26	5.8 	4.4 	5.7 	5.1 b	3.5 b	3.4 	3.3 	2.9 	3.0 	2.5 	2.3 	2.0 
PC,Y_GE15,T,DE27	5.0 	4.1 	4.7 	4.2 b	3.4 b	3.2 	3.3 	3.0 	3.0 	2.7 	2.6 	2.4 
PC,Y_GE15,T,DE30	16.4 	15.2 	13.7 	12.8 b	11.6 b	10.4 	10.4 	9.8 	9.4 	7.8 	7.0 	6.1 
PC,Y_GE15,T,DE40	13.8 	11.5 	11.3 	9.8 b	8.8 b	8.2 	7.3 	6.7 	5.7 	4.6 	4.5 	4.1 
PC,Y_GE15,T,DE50	11.9 	9.6 	9.1 	7.9 b	7.7 b	6.6 	7.0 	6.6 	5.6 	5.3 	4.3 	4.3 
PC,Y_GE15,T,DE60	9.0 	7.1 	7.2 	7.0 b	5.3 b	5.3 	4.7 	5.0 	4.3 	4.1 	4.2 	4.1 
PC,Y_GE15,T,DE71	7.2 	6.1 	6.3 	5.8 b	4.7 b	4.8 	4.3 	4.5 	4.1 	4.0 	3.5 	3.1 
PC,Y_GE15,T,DE72	7.2 	6.6 	6.7 	6.0 b	5.1 b	5.0 	4.5 	4.5 	3.8 	4.0 	3.6 	3.6 
PC,Y_GE15,T,DE73	8.0 	7.5 	6.6 	6.0 b	4.4 b	4.5 	4.3 	4.4 	3.6 	3.7 	2.5 	2.9 
PC,Y_GE15,T,DE80	17.5 	14.7 	13.9 	12.3 b	10.1 b	10.8 	10.0 	9.6 	7.8 	6.3 	5.1 	4.8 
PC,Y_GE15,T,DE91	8.9 	8.7 	8.5 	7.1 b	6.2 b	5.5 	6.2 	5.5 	4.9 	4.6 	4.4 	4.0 
PC,Y_GE15,T,DE92	8.4 	7.6 	7.9 	7.0 b	6.7 b	5.4 	5.4 	5.2 	4.7 	4.7 	4.5 	4.1 
PC,Y_GE15,T,DE93	7.4 	6.3 	5.4 	5.7 b	5.3 b	4.4 	4.3 	4.0 	3.5 	3.3 	3.4 	2.4 
PC,Y_GE15,T,DE94	7.1 	6.2 	5.9 	5.9 b	4.2 b	4.3 	4.0 	4.1 	3.9 	3.6 	3.0 	2.7 
PC,Y_GE15,T,DEA1	8.6 	7.4 	7.7 	7.6 b	6.7 b	6.5 	6.3 	6.3 	5.9 	4.9 	4.3 	4.3 
PC,Y_GE15,T,DEA2	7.7 	7.0 	7.1 	7.0 b	6.0 b	5.4 	5.8 	5.3 	4.8 	3.9 	3.7 	3.6 
PC,Y_GE15,T,DEA3	7.3 	6.4 	7.3 	6.6 b	5.3 b	4.9 	5.1 	4.9 	4.4 	4.3 	3.9 	3.6 
PC,Y_GE15,T,DEA4	8.1 	7.2 	7.7 	7.0 b	5.5 b	4.7 	5.0 	5.0 	4.7 	4.1 	3.9 	3.2 
PC,Y_GE15,T,DEA5	9.7 	8.7 	9.2 	8.2 b	7.1 b	6.6 	6.5 	5.7 	5.7 	5.0 	4.6 	4.0 
PC,Y_GE15,T,DEB1	6.3 	5.8 	6.7 	5.1 b	4.4 b	4.0 	3.8 	4.0 	3.4 	3.4 	3.1 	2.7 
PC,Y_GE15,T,DEB2	5.3 	5.2 	4.6 	4.1 b	4.1 b	2.7 	3.0 	3.0 	2.9 	2.7 	2.0 	2.5 
PC,Y_GE15,T,DEB3	5.9 	5.7 	5.8 	6.0 b	5.2 b	4.3 	4.4 	3.9 	4.1 	4.1 	3.8 	3.5 
PC,Y_GE15,T,DEC0	7.3 	7.1 	8.4 	6.9 b	5.8 b	6.2 	5.9 	5.8 	5.6 	4.8 	4.5 	3.6 
PC,Y_GE15,T,DED2	13.4 	12.3 	12.0 	10.3 b	8.6 b	7.5 	7.2 	7.4 	6.2 	4.9 	4.3 	4.0 
PC,Y_GE15,T,DED4	13.9 	12.7 	12.5 	11.5 b	8.8 b	7.9 	7.4 	6.3 	5.4 	4.4 	4.1 	3.4 
PC,Y_GE15,T,DED5	17.3 	14.3 	13.1 	12.1 b	11.1 b	9.5 	9.2 	8.3 	7.7 	6.0 	5.1 	4.7 
PC,Y_GE15,T,DEE0	15.7 	14.5 	13.7 	11.4 b	10.4 b	9.5 	9.1 	8.8 	8.0 	7.4 	6.9 	5.3 
PC,Y_GE15,T,DEF0	8.0 	6.8 	7.3 	6.6 b	5.8 b	5.0 	4.9 	4.6 	4.2 	4.0 	3.6 	3.1 
PC,Y_GE15,T,DEG0	13.8 	10.7 	10.7 	8.6 b	7.6 b	7.2 	6.0 	6.0 	5.8 	5.1 	4.4 	4.1 
PC,Y_GE15,T,DK01	4.3 	3.9 b	6.5 	8.0 	8.3 	8.4 	7.7 	7.5 	6.8 	6.2 b	6.2 b	5.4 
PC,Y_GE15,T,DK02	3.6 	3.5 b	5.6 	7.1 	7.4 	6.7 	7.3 	6.6 	6.0 	6.2 b	5.6 b	5.2 
PC,Y_GE15,T,DK03	3.5 	3.6 b	6.5 	8.0 	7.7 	8.0 	7.7 	7.0 	6.2 	6.1 b	6.1 b	4.9 
PC,Y_GE15,T,DK04	3.3 	3.5 b	6.2 	7.6 	7.1 	7.2 	6.9 	6.3 	5.7 	5.4 b	5.4 b	4.7 
PC,Y_GE15,T,DK05	4.4 	3.8 b	7.4 	7.7 	8.1 	8.2 	6.9 	6.9 	6.4 	6.0 b	5.6 b	5.5 
PC,Y_GE15,T,EE00	4.6 	5.5 	13.5 	16.7 	12.3 	10.0 	8.6 	7.4 	6.2 	6.8 	5.8 	5.4 
PC,Y_GE15,T,EL30	7.8 	6.7 	9.1 b	12.6 	18.0 	25.8 	28.7 	27.3 	25.2 	23.0 	21.6 	19.9 
PC,Y_GE15,T,EL41	8.1 	4.7 	6.6 b	9.4 	15.0 	21.8 	22.0 	22.3 	18.0 	18.3 	22.5 	22.3 
PC,Y_GE15,T,EL42	9.4 	8.3 	12.3 b	14.6 	15.2 	15.4 	21.3 	20.1 	14.9 	17.4 	16.0 	16.9 
PC,Y_GE15,T,EL43	5.4 	6.4 	9.0 b	12.0 	15.8 	22.3 	24.9 	24.0 	24.2 	22.6 	17.7 	13.4 
PC,Y_GE15,T,EL51	9.8 	8.8 	11.1 b	14.5 	20.2 	22.8 	26.8 	24.2 	23.4 	22.8 	19.5 	15.9 
PC,Y_GE15,T,EL52	9.1 	8.4 	10.1 b	13.7 	19.7 	26.2 	30.2 	28.7 	26.0 	24.5 	22.9 	20.7 
PC,Y_GE15,T,EL53	12.1 	12.5 	12.4 b	15.4 	23.1 	29.7 	31.6 	27.6 	30.7 	31.3 	29.1 	27.0 
PC,Y_GE15,T,EL54	10.0 	9.9 	11.2 b	12.6 	16.5 	22.5 	27.4 	26.8 	24.5 	24.3 	24.8 	20.1 
PC,Y_GE15,T,EL61	7.8 	8.3 	9.2 b	12.1 	16.8 	22.6 	25.4 	25.4 	26.9 	25.5 	20.6 	18.3 
PC,Y_GE15,T,EL62	9.0 	8.3 	9.5 b	14.6 	14.1 	14.7 	18.1 	21.4 	19.0 	16.0 	19.6 	15.9 
PC,Y_GE15,T,EL63	9.9 	9.9 	9.7 b	11.9 	17.6 	25.6 	28.4 	28.7 	28.5 	29.8 	26.3 	24.1 
PC,Y_GE15,T,EL64	9.4 	8.5 	10.5 b	12.5 	19.0 	27.9 	28.2 	26.8 	25.8 	25.0 	20.8 	18.9 
PC,Y_GE15,T,EL65	7.3 	7.0 	7.9 b	9.6 	13.8 	19.2 	21.9 	23.4 	22.3 	19.2 	16.8 	14.4 
PC,Y_GE15,T,ES11	7.6 	8.6 	12.4 	15.3 	17.3 	20.5 	22.0 	21.7 	19.3 	17.2 	15.7 	13.3 
PC,Y_GE15,T,ES12	8.4 	8.5 	13.4 	15.9 	17.8 	21.8 	24.1 	21.1 	19.1 	17.6 	13.7 	13.6 
PC,Y_GE15,T,ES13	6.0 	7.2 	12.0 	13.7 	15.3 	17.8 	20.4 	19.4 	17.6 	14.9 	13.6 	10.7 
PC,Y_GE15,T,ES21	6.2 	6.6 	11.3 	10.7 	12.4 	15.6 	16.6 	16.3 	14.8 	12.6 	11.3 	10.0 
PC,Y_GE15,T,ES22	4.7 	6.8 	10.8 	11.9 	13.0 	16.2 	17.9 	15.7 	13.8 	12.5 	10.2 	10.0 
PC,Y_GE15,T,ES23	5.8 	7.9 	12.6 	14.1 	17.2 	20.6 	20.0 	18.2 	15.4 	13.5 	12.0 	10.4 
PC,Y_GE15,T,ES24	5.3 	7.3 	13.1 	15.0 	17.1 	18.7 	21.4 	20.2 	16.3 	14.7 	11.6 	10.6 
PC,Y_GE15,T,ES30	6.2 	8.6 	13.9 	15.8 	16.3 	18.5 	19.8 	18.7 	17.1 	15.7 	13.3 	12.2 
PC,Y_GE15,T,ES41	7.1 	9.6 	14.0 	15.8 	16.9 	19.8 	21.7 	20.8 	18.3 	15.8 	14.1 	12.1 
PC,Y_GE15,T,ES42	7.7 	11.7 	18.9 	21.2 	23.1 	28.6 	30.0 	29.0 	26.3 	23.5 	20.8 	18.2 
PC,Y_GE15,T,ES43	13.0 	15.4 	20.6 	23.0 	25.1 	33.1 	33.9 	29.8 	29.1 	27.5 	26.2 	23.6 
PC,Y_GE15,T,ES51	6.5 	8.9 	16.2 	17.7 	19.2 	22.5 	23.1 	20.3 	18.6 	15.7 	13.4 	11.5 
PC,Y_GE15,T,ES52	8.7 	12.0 	20.8 	22.9 	24.0 	27.2 	28.0 	25.8 	22.8 	20.6 	18.2 	15.6 
PC,Y_GE15,T,ES53	7.2 	10.2 	17.9 	20.1 	21.9 	23.2 	22.3 	20.0 	17.3 	13.9 	12.4 	11.5 
PC,Y_GE15,T,ES61	12.8 	17.7 	25.2 	27.8 	30.1 	34.4 	36.2 	34.8 	31.5 	28.9 	25.5 	23.0 
PC,Y_GE15,T,ES62	7.5 	12.4 	20.3 	22.9 	25.0 	27.6 	29.0 	26.6 	24.6 	19.8 	18.0 	16.8 
PC,Y_GE15,T,ES63	21.0 	17.4 	18.5 	23.9 	27.7 	37.0 	34.8 	31.9 	27.6 	24.9 	22.4 	29.0 
PC,Y_GE15,T,ES64	18.2 	20.0 	23.5 	22.8 	22.4 	26.9 	32.5 	28.4 	34.0 	30.8 	27.6 	25.8 
PC,Y_GE15,T,ES70	10.5 	17.2 	26.0 	28.6 	29.3 	32.6 	33.7 	32.4 	29.1 	26.1 	23.5 	20.1 
PC,Y_GE15,T,FI19	6.5 	6.5 b	9.0 	9.0 	8.3 	8.2 	8.5 	8.7 	9.8 	9.4 	9.3 	7.4 
PC,Y_GE15,T,FI1B	5.0 	4.8 b	6.2 	6.4 	5.8 	6.3 	6.7 	7.3 	8.0 	7.4 	7.7 	6.9 
PC,Y_GE15,T,FI1C	6.7 	6.2 b	8.1 	9.1 	8.5 	7.5 	8.4 	9.4 	10.0 	9.1 	8.5 	7.4 
PC,Y_GE15,T,FI1D	9.9 	8.7 b	10.5 	10.1 	9.4 	9.5 	9.9 	10.0 	10.4 	10.2 	9.6 	8.1 
PC,Y_GE15,T,FI20	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
PC,Y_GE15,T,FR10	7.8 	6.9 	8.1 	8.5 	8.2 	8.1 	9.0 	9.7 	9.6 	9.2 	8.7 	8.7 
PC,Y_GE15,T,FRB0	5.8 	5.5 	6.7 	7.0 	8.3 	10.8 	10.6 	9.5 	10.7 	9.9 	8.5 	8.3 
PC,Y_GE15,T,FRC1	6.7 	6.4 	7.9 	8.9 	8.8 	8.8 	10.6 	10.7 	8.8 	9.6 	10.7 	8.9 
PC,Y_GE15,T,FRC2	7.1 	6.9 	8.9 	8.2 	7.9 	9.0 	9.5 	9.9 	9.3 	8.1 	6.9 	7.3 
PC,Y_GE15,T,FRD1	5.6 	6.3 	6.9 	8.2 	9.2 	8.8 	9.1 	8.2 	8.2 	8.6 	8.1 	8.0 
PC,Y_GE15,T,FRD2	8.6 	8.4 	10.0 	9.7 	8.9 	10.9 	11.6 	11.9 	10.6 	11.5 	11.3 	9.3 
PC,Y_GE15,T,FRE1	11.3 	11.0 	13.1 	12.5 	12.3 	13.1 	14.7 	13.8 	13.8 	13.3 	12.9 	12.1 
PC,Y_GE15,T,FRE2	9.9 	7.2 	10.3 	11.4 	9.0 	10.6 	11.5 	11.6 	10.8 	11.5 	10.0 	9.2 
PC,Y_GE15,T,FRF1	5.9 	5.9 	8.2 	8.1 	7.4 	8.5 	9.7 	10.1 	9.1 	10.8 	9.0 	8.0 
PC,Y_GE15,T,FRF2	8.0 	7.5 	9.2 	9.2 	10.3 	10.7 	10.5 	11.4 	13.0 	11.3 	9.6 	8.8 
PC,Y_GE15,T,FRF3	7.5 	8.1 	11.2 	9.4 	10.1 	11.7 	12.1 	11.8 	12.2 	11.7 	11.0 	9.8 
PC,Y_GE15,T,FRG0	5.9 	6.1 	7.6 	8.5 	8.5 	8.4 	8.8 	8.6 	9.1 	8.9 	7.1 	7.8 
PC,Y_GE15,T,FRH0	6.7 	5.2 	5.6 	6.8 	7.1 	8.0 	8.0 	7.4 	7.8 	8.6 	7.3 	6.8 
PC,Y_GE15,T,FRI1	6.9 	7.1 	8.3 	8.1 	9.0 	9.4 	8.9 	9.1 	9.7 	10.0 	10.1 	9.3 
PC,Y_GE15,T,FRI2	6.7 	5.4 	6.2 	7.0 	7.5 	6.7 	6.9 	9.3 	8.9 	7.1 	6.3 	7.0 
PC,Y_GE15,T,FRI3	6.5 	7.0 	8.4 	7.7 	8.1 	8.3 	9.9 	10.9 	9.8 	9.0 	9.1 	8.7 
PC,Y_GE15,T,FRJ1	10.1 	9.4 	13.3 	13.7 	11.9 	15.0 	12.9 	12.3 	13.0 	11.9 	12.3 	11.7 
PC,Y_GE15,T,FRJ2	7.9 	6.1 	8.7 	7.8 	8.1 	8.3 	8.6 	9.1 	8.6 	8.5 	7.2 	7.7 
PC,Y_GE15,T,FRK1	8.3 	6.4 	7.4 	7.0 	8.4 	10.0 	8.9 	7.3 	8.6 	7.2 	8.4 	7.7 
PC,Y_GE15,T,FRK2	6.3 	6.3 	8.4 	8.1 	7.7 	8.0 	8.4 	8.8 	9.1 	8.1 	7.2 	7.3 
PC,Y_GE15,T,FRL0	9.0 	7.8 	9.2 	9.7 	9.7 	9.6 	10.9 	10.0 	11.0 	10.5 	10.3 	9.3 
PC,Y_GE15,T,FRM0	11.1 u	7.9 u	: u	6.0 u	: u	7.9 u	12.3 u	9.8 u	11.9 u	8.3 u	9.8 u	5.0 u
PC,Y_GE15,T,FRY1	22.6 	21.9 	23.4 	23.8 	22.6 	23.0 	26.2 	23.9 	23.6 	23.3 	22.0 	22.4 
PC,Y_GE15,T,FRY2	21.1 	22.3 	21.8 	21.0 	20.8 	21.0 	22.8 	19.4 	17.9 	17.1 	17.5 	17.2 
PC,Y_GE15,T,FRY3	20.1 	21.4 	20.2 	21.0 	21.0 	22.3 	21.3 	22.2 	21.9 	22.6 	21.3 	18.7 
PC,Y_GE15,T,FRY4	24.1 	24.4 	27.1 	28.9 	29.6 	28.6 	28.9 	26.4 	23.5 	21.8 	22.4 	23.9 
PC,Y_GE15,T,FRY5	: 	: 	: 	: 	: 	: 	19.4 	20.3 	25.3 	29.7 	29.6 	35.1 
PC,Y_GE15,T,HR03	9.2 	8.7 	9.6 	11.1 	13.3 	14.8 	15.0 	17.2 	16.8 	14.2 	10.9 	9.4 
PC,Y_GE15,T,HR04	10.3 	8.5 	9.0 	11.9 	13.9 	16.5 	18.3 	17.3 	15.9 	12.6 	11.4 	8.0 
PC,Y_GE15,T,HU10	4.8 	4.5 	6.5 	8.9 	9.0 	9.5 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,HU11	: 	: 	: 	: 	: 	: 	8.5 	6.0 	5.1 	4.3 	2.9 	3.1 
PC,Y_GE15,T,HU12	: 	: 	: 	: 	: 	: 	9.1 	6.5 	5.7 	3.1 	2.6 	2.2 
PC,Y_GE15,T,HU21	4.9 	5.8 	9.2 	10.0 	9.5 	9.9 	8.7 	5.6 	4.4 	3.0 	2.2 	2.2 
PC,Y_GE15,T,HU22	5.1 	5.0 	8.7 	9.3 	7.3 	7.5 	7.7 	4.6 	3.8 	2.7 	2.4 	2.0 
PC,Y_GE15,T,HU23	9.9 	10.3 	11.2 	12.4 	12.9 	12.1 	9.3 	7.8 	8.1 	6.2 	6.3 	5.6 
PC,Y_GE15,T,HU31	12.6 	13.3 	15.3 	16.2 	16.4 	16.1 	12.6 	10.4 	8.7 	6.3 	5.8 	4.7 
PC,Y_GE15,T,HU32	10.7 	12.1 	14.1 	14.4 	14.6 	13.9 	14.2 	11.8 	10.9 	9.3 	7.4 	6.6 
PC,Y_GE15,T,HU33	8.0 	8.7 	10.6 	10.4 	10.5 	10.3 	11.0 	9.0 	7.9 	5.6 	4.1 	3.3 
PC,Y_GE15,T,IE01	4.9 b	7.4 	13.4 	14.6 	16.1 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,IE02	5.0 b	6.5 	12.3 	14.5 	15.1 	: 	: 	: 	: 	: 	: 	: 
PC,Y_GE15,T,IE04	: 	: 	: 	: 	: 	15.7 	13.1 	11.5 	10.0 	8.5 	6.2 b	5.6 
PC,Y_GE15,T,IE05	: 	: 	: 	: 	: 	16.6 	14.3 	12.6 	10.6 	8.6 	7.0 b	6.1 
